;FILENAME;URL;TYPE;FICHIER;MASQUE;LUMINOSITE;LUMINOSITE-CORR;CONTRASTE;CONTRASTE-CORR
20003;Viral Pneumonia-184;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-184.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-184.png;;;;
20009;Viral Pneumonia-190;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-190.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-190.png;;;;
20010;Viral Pneumonia-191;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-191.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-191.png;;;;
20016;Viral Pneumonia-197;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-197.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-197.png;;;;
20018;Viral Pneumonia-199;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-199.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-199.png;;;;
20029;Viral Pneumonia-210;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-210.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-210.png;;;;
20031;Viral Pneumonia-212;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-212.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-212.png;;;;
20032;Viral Pneumonia-213;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-213.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-213.png;;;;
20039;Viral Pneumonia-220;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-220.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-220.png;;;;
20041;Viral Pneumonia-222;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-222.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-222.png;;;;
20062;Viral Pneumonia-243;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-243.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-243.png;;;;
20071;Viral Pneumonia-252;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-252.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-252.png;;;;
20086;Viral Pneumonia-267;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-267.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-267.png;;;;
20095;Viral Pneumonia-276;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-276.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-276.png;;;;
20097;Viral Pneumonia-278;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-278.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-278.png;;;;
20099;Viral Pneumonia-280;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-280.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-280.png;;;;
20102;Viral Pneumonia-283;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-283.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-283.png;;;;
20115;Viral Pneumonia-296;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-296.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-296.png;;;;
20116;Viral Pneumonia-297;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-297.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-297.png;;;;
20128;Viral Pneumonia-309;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-309.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-309.png;;;;
20131;Viral Pneumonia-312;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-312.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-312.png;;;;
20132;Viral Pneumonia-313;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-313.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-313.png;;;;
20133;Viral Pneumonia-314;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-314.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-314.png;;;;
20137;Viral Pneumonia-318;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-318.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-318.png;;;;
20144;Viral Pneumonia-325;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-325.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-325.png;;;;
20154;Viral Pneumonia-335;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-335.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-335.png;;;;
20161;Viral Pneumonia-342;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-342.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-342.png;;;;
20165;Viral Pneumonia-346;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-346.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-346.png;;;;
20175;Viral Pneumonia-356;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-356.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-356.png;;;;
20195;Viral Pneumonia-376;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-376.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-376.png;;;;
20200;Viral Pneumonia-381;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-381.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-381.png;;;;
20210;Viral Pneumonia-391;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-391.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-391.png;;;;
20215;Viral Pneumonia-396;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-396.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-396.png;;;;
20216;Viral Pneumonia-397;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-397.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-397.png;;;;
20229;Viral Pneumonia-410;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-410.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-410.png;;;;
20232;Viral Pneumonia-413;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-413.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-413.png;;;;
20235;Viral Pneumonia-416;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-416.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-416.png;;;;
20238;Viral Pneumonia-419;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-419.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-419.png;;;;
20239;Viral Pneumonia-420;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-420.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-420.png;;;;
20240;Viral Pneumonia-421;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-421.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-421.png;;;;
20246;Viral Pneumonia-427;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-427.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-427.png;;;;
20255;Viral Pneumonia-436;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-436.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-436.png;;;;
20257;Viral Pneumonia-438;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-438.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-438.png;;;;
20258;Viral Pneumonia-439;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-439.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-439.png;;;;
20270;Viral Pneumonia-451;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-451.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-451.png;;;;
20272;Viral Pneumonia-453;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-453.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-453.png;;;;
20281;Viral Pneumonia-462;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-462.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-462.png;;;;
20287;Viral Pneumonia-468;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-468.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-468.png;;;;
20299;Viral Pneumonia-480;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-480.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-480.png;;;;
20303;Viral Pneumonia-484;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-484.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-484.png;;;;
20306;Viral Pneumonia-487;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-487.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-487.png;;;;
20321;Viral Pneumonia-502;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-502.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-502.png;;;;
20332;Viral Pneumonia-513;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-513.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-513.png;;;;
20333;Viral Pneumonia-514;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-514.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-514.png;;;;
20339;Viral Pneumonia-520;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-520.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-520.png;;;;
20347;Viral Pneumonia-528;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-528.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-528.png;;;;
20350;Viral Pneumonia-531;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-531.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-531.png;;;;
20351;Viral Pneumonia-532;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-532.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-532.png;;;;
20352;Viral Pneumonia-533;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-533.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-533.png;;;;
20355;Viral Pneumonia-536;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-536.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-536.png;;;;
20367;Viral Pneumonia-548;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-548.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-548.png;;;;
20371;Viral Pneumonia-552;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-552.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-552.png;;;;
20373;Viral Pneumonia-554;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-554.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-554.png;;;;
20375;Viral Pneumonia-556;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-556.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-556.png;;;;
20396;Viral Pneumonia-577;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-577.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-577.png;;;;
