;FILENAME;URL;TYPE;FICHIER;MASQUE;LUMINOSITE;LUMINOSITE-CORR;CONTRASTE;CONTRASTE-CORR;LUMINOSITE-CORR2;CONTRASTE-CORR2
20396;Viral Pneumonia-577;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-577.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-577.png;224.35520855471412;221.23424793906108;0.5269461077844312;0.5269461077844312;211.6965964586527;0.5605095541401274
20402;Viral Pneumonia-583;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-583.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-583.png;215.92699186809992;202.47605731479516;0.7586206896551724;0.7525773195876289;192.93840583438674;0.8081180811808119
20411;Viral Pneumonia-592;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-592.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-592.png;235.438663997047;221.3351975928681;0.6242038216560509;0.6242038216560509;211.79754611245968;0.6666666666666666
20412;Viral Pneumonia-593;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-593.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-593.png;226.9508394760685;209.17433809465217;0.5838509316770186;0.5789473684210527;199.63668661424379;0.6171617161716172
20413;Viral Pneumonia-594;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-594.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-594.png;243.08225858771155;227.79995749488265;0.3212435233160621;0.3212435233160621;218.2623060144742;0.33879781420765026
20415;Viral Pneumonia-596;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-596.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-596.png;240.66615585955412;227.25508663214055;0.4613180515759312;0.4571428571428571;217.7174351517322;0.48484848484848486
20435;Viral Pneumonia-616;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-616.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-616.png;213.39385465486964;199.51254460240935;1.0;1.0;189.97850546801757;1.0
20471;Viral Pneumonia-652;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-652.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-652.png;213.5779465554077;203.78642297066028;0.7;0.7;194.2487714902519;0.75
20482;Viral Pneumonia-663;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-663.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-663.png;209.2523461706245;208.9189718235814;0.639871382636656;0.6346153846153846;199.381320343173;0.678082191780822
20489;Viral Pneumonia-670;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-670.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-670.png;224.19932662945604;203.80707150926725;0.7647058823529411;0.7586206896551724;194.26942002885883;0.8148148148148148
20491;Viral Pneumonia-672;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-672.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-672.png;225.13957338284808;211.2107806400376;0.6190476190476191;0.6190476190476191;201.67312915962918;0.6610169491525424
20497;Viral Pneumonia-678;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-678.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-678.png;217.08317580340264;207.0560731982864;0.7586206896551724;0.7465753424657534;197.51842171787797;0.8014705882352942
20499;Viral Pneumonia-680;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-680.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-680.png;238.43611369000348;230.0980190378184;0.4782608695652174;0.4739884393063583;220.56036755741;0.5030674846625767
20508;Viral Pneumonia-689;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-689.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-689.png;201.4871645731032;186.83047169494748;1.0;0.9921875;177.2941801698212;1.0
20526;Viral Pneumonia-707;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-707.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-707.png;226.47333922439347;219.72002550307045;0.6242038216560509;0.6242038216560509;210.18237402266203;0.6666666666666666
20546;Viral Pneumonia-727;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-727.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-727.png;225.67271059607836;207.0861623471773;0.6776315789473685;0.6776315789473685;197.54851086676894;0.7253521126760564
20547;Viral Pneumonia-728;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-728.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-728.png;214.35311685551616;206.91788682453216;0.8888888888888888;0.8888888888888888;197.38023534412378;0.96
20550;Viral Pneumonia-731;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-731.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-731.png;224.9878077426427;215.87983355890876;0.6831683168316832;0.6721311475409836;206.34218207850034;0.7192982456140351
20553;Viral Pneumonia-734;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-734.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-734.png;223.90078410756036;215.0713191127616;0.6504854368932039;0.639871382636656;205.5336676323532;0.6838487972508591
20555;Viral Pneumonia-736;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-736.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-736.png;227.6156530687576;221.6358318139618;0.6139240506329114;0.6088328075709779;212.09818033355342;0.6498316498316499
20559;Viral Pneumonia-740;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-740.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-740.png;221.51131419111644;213.58917685484505;0.6887417218543046;0.6831683168316832;204.05152537443664;0.7314487632508834
20568;Viral Pneumonia-749;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-749.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-749.png;220.05449603472;217.29701010055817;0.7114093959731543;0.7;207.75935862014975;0.75
20571;Viral Pneumonia-752;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-752.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-752.png;210.5537633807228;203.54096710327624;0.7406143344709898;0.7406143344709898;194.00331562286786;0.7948717948717948
20577;Viral Pneumonia-758;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-758.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-758.png;221.55705193454213;211.40883211597185;0.7;0.7;201.87118063556346;0.75
20586;Viral Pneumonia-767;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-767.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-767.png;230.02100647643763;202.3471325824096;0.722972972972973;0.722972972972973;192.8094811020012;0.7753623188405797
20597;Viral Pneumonia-778;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-778.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-778.png;219.5185736177448;211.12575921969557;0.6887417218543046;0.6831683168316832;201.58810773928712;0.7314487632508834
20603;Viral Pneumonia-784;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-784.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-784.png;221.9550228744645;207.68749790270803;0.705685618729097;0.705685618729097;198.14984642229962;0.7562724014336918
20605;Viral Pneumonia-786;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-786.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-786.png;232.5243565508216;220.0849878636704;0.6088328075709779;0.5987460815047022;210.54733638326204;0.6387959866220736
20618;Viral Pneumonia-799;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-799.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-799.png;217.59731994049284;207.3405778458854;0.7288135593220338;0.722972972972973;197.802926365477;0.7753623188405797
20621;Viral Pneumonia-802;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-802.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-802.png;226.36997349022943;213.35389984452075;0.8021201413427562;0.795774647887324;203.81624836411237;0.8560606060606061
20623;Viral Pneumonia-804;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-804.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-804.png;229.96199147660545;220.00623035536515;0.9029850746268656;0.9029850746268656;210.46857887495676;0.9758064516129032
20640;Viral Pneumonia-821;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-821.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-821.png;222.19962863950067;213.5282491247301;0.9029850746268656;0.8819188191881919;203.99059764432175;0.952191235059761
20645;Viral Pneumonia-826;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-826.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-826.png;184.4988199237145;184.13550184002412;0.9465648854961832;0.9391634980988594;174.59788560089854;1.0
20648;Viral Pneumonia-829;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-829.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-829.png;216.6760998199125;210.30385566156977;0.6721311475409836;0.6721311475409836;200.76620418116138;0.7192982456140351
20660;Viral Pneumonia-841;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-841.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-841.png;225.10008836590197;208.1617655283498;0.6558441558441559;0.6504854368932039;198.6241140479414;0.6955017301038062
20664;Viral Pneumonia-845;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-845.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-845.png;219.77074081945392;203.75528237939173;0.8085106382978723;0.8021201413427562;194.21763089898334;0.8631178707224335
20677;Viral Pneumonia-858;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-858.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-858.png;225.6115815259337;210.47615798481;0.7647058823529411;0.7586206896551724;200.93850650440163;0.8148148148148148
20686;Viral Pneumonia-867;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-867.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-867.png;225.40210959608956;223.935794901623;0.6666666666666666;0.6666666666666666;214.39814342121463;0.7132867132867133
20691;Viral Pneumonia-872;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-872.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-872.png;232.15594903860136;219.2222905784052;0.7586206896551724;0.7525773195876289;209.68463909799678;0.8081180811808119
20709;Viral Pneumonia-890;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-890.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-890.png;228.1265310231429;211.46810438361987;0.7832167832167832;0.7770034843205574;201.9304529032115;0.8352059925093633
20720;Viral Pneumonia-901;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-901.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-901.png;237.3222335320634;217.7353720875605;0.6943521594684385;0.6943521594684385;208.19772060715215;0.7437722419928826
20722;Viral Pneumonia-903;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-903.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-903.png;218.2285097482131;210.20023265958997;0.7114093959731543;0.7;200.66258117918156;0.75
20724;Viral Pneumonia-905;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-905.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-905.png;234.86032594713703;214.91144394358005;0.5789473684210527;0.5740740740740741;205.37379246317167;0.6118421052631579
20734;Viral Pneumonia-915;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-915.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-915.png;229.07487611995396;215.71438798223733;0.7114093959731543;0.7;206.17673650182894;0.75
20737;Viral Pneumonia-918;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-918.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-918.png;224.06106195680135;217.581559490386;0.6721311475409836;0.6721311475409836;208.04390800997763;0.7192982456140351
20747;Viral Pneumonia-928;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-928.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-928.png;235.126318497556;221.9648549792508;0.8411552346570397;0.8279569892473119;212.4272034988424;0.8918918918918919
20751;Viral Pneumonia-932;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-932.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-932.png;237.83802194606324;226.4714153085536;0.5315315315315315;0.5315315315315315;216.9337638281452;0.5654952076677316
20758;Viral Pneumonia-939;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-939.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-939.png;206.9973825796132;201.75152403216967;1.0;1.0;192.25082852589097;1.0
20761;Viral Pneumonia-942;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-942.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-942.png;223.48350689589603;210.24322994149955;0.7171717171717171;0.7114093959731543;200.70557846109114;0.762589928057554
20762;Viral Pneumonia-943;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-943.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-943.png;209.25544456997125;193.0390935224438;0.9615384615384616;0.9615384615384616;183.50167597863887;1.0
20765;Viral Pneumonia-946;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-946.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-946.png;196.12014406997685;183.80378295544796;0.9844357976653696;0.9767441860465116;174.26698819803966;1.0
20767;Viral Pneumonia-948;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-948.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-948.png;222.6575541660608;208.3352199639825;0.9540229885057472;0.9465648854961832;198.79780410478872;1.0
20777;Viral Pneumonia-958;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-958.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-958.png;224.1525374436528;206.69134573438777;0.895910780669145;0.895910780669145;197.15369425397935;0.9678714859437751
20778;Viral Pneumonia-959;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-959.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-959.png;219.0414424894576;212.1449760069798;0.6887417218543046;0.6887417218543046;202.6073245265714;0.7375886524822695
20779;Viral Pneumonia-960;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\Viral Pneumonia-960.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\Viral Pneumonia-960.png;223.28989608617357;211.36744555430028;0.8411552346570397;0.8214285714285714;201.8297940738919;0.8846153846153846
